"","Local.time.in.Guelmim","T","P0","P","U","DD","Ff","ff10","WW","W.W.","c","VV","Td","Few clouds","Scattered clouds","Broken clouds","Overcast","cumulonimbus clouds","cumulus congestus of great vertical extent"
"165","2013-12-06 06:00:00",18,738.5,765,28,"Wind blowing from the east-southeast",8,13,"","","No Significant Clouds","10.0 and more",-1,"0","0","0","0",0,0
"166","2013-12-06 07:00:00",18,738.5,765,28,"Wind blowing from the east-southeast",7,NA,"","","No Significant Clouds","10.0 and more",-1,"0","0","0","0",0,0
"167","2013-12-06 08:00:00",18,739.2,765.8,28,"Wind blowing from the south-east",8,NA,"","","No Significant Clouds","10.0 and more",-1,"0","0","0","0",0,0
"168","2013-12-06 09:00:00",19,739.3,765.8,21,"Wind blowing from the south-east",9,NA,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m, broken clouds (60-90%) 6000 m","10.0 and more",-4,"600","3000","6000","0",0,0
"169","2013-12-06 10:00:00",19,739.3,765.8,21,"Wind blowing from the east-southeast",10,15,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m, broken clouds (60-90%) 6000 m","10.0 and more",-4,"600","3000","6000","0",0,0
"170","2013-12-06 11:00:00",19,740.1,766.6,19,"Wind blowing from the south-east",10,15,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m, broken clouds (60-90%) 6000 m","10.0 and more",-5,"600","3000","6000","0",0,0
"171","2013-12-06 12:00:00",20,739.4,765.8,18,"Wind blowing from the south-east",11,16,"","","Few clouds (10-30%) 600 m, scattered clouds (40-50%) 3000 m, broken clouds (60-90%) 6000 m","10.0 and more",-5,"600","3000","6000","0",0,0
"172","2013-12-06 13:00:00",19,738.5,765,19,"Wind blowing from the south-east",9,15,"","","Few clouds (10-30%) 600 m, broken clouds (60-90%) 3000 m","10.0 and more",-5,"600","0","3000","0",0,0
"173","2013-12-06 14:00:00",20,738,764.3,20,"Wind blowing from the south-east",10,NA,"","","Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m","10.0 and more",-4,"0","600","3000","0",0,0
"174","2013-12-06 15:00:00",20,738,764.3,20,"Wind blowing from the south-east",10,16,"","","Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m","10.0 and more",-4,"0","600","3000","0",0,0
"175","2013-12-06 16:00:00",20,738,764.3,21,"Wind blowing from the south-east",10,NA,"","","Scattered clouds (40-50%) 600 m, broken clouds (60-90%) 3000 m","10.0 and more",-3,"0","600","3000","0",0,0
"176","2013-12-06 17:00:00",19,737.9,764.3,22,"Wind blowing from the south-east",9,NA,"","","Few clouds (10-30%) 600 m, broken clouds (60-90%) 3000 m","10.0 and more",-3,"600","0","3000","0",0,0
"177","2013-12-06 18:00:00",19,738.5,765,22,"Wind blowing from the south-east",9,NA,"","","Few clouds (10-30%) 600 m, broken clouds (60-90%) 3000 m","10.0 and more",-3,"600","0","3000","0",0,0
"178","2013-12-07 06:00:00",12,739.4,766.6,58,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"179","2013-12-07 07:00:00",12,739.4,766.6,63,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",5,"0","0","0","0",0,0
"180","2013-12-07 08:00:00",11,740,767.3,72,"Wind blowing from the east-southeast",4,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"181","2013-12-07 09:00:00",13,740.2,767.3,63,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",6,"0","0","0","0",0,0
"182","2013-12-07 10:00:00",17,740.6,767.3,42,"Wind blowing from the south-east",3,NA,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"183","2013-12-07 11:00:00",18,740.7,767.3,40,"Wind blowing from the south-east",6,NA,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"184","2013-12-07 12:00:00",19,740.8,767.3,32,"Wind blowing from the south-southeast",7,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"185","2013-12-07 13:00:00",20,740.2,766.6,30,"Wind blowing from the south-southeast",7,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"186","2013-12-07 14:00:00",20,739.4,765.8,26,"Wind blowing from the south-southeast",7,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"187","2013-12-07 15:00:00",21,738.7,765,27,"Wind blowing from the south-southeast",7,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"188","2013-12-07 16:00:00",21,738.7,765,25,"Wind blowing from the south-southeast",6,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"189","2013-12-07 17:00:00",20,739.4,765.8,28,"Wind blowing from the south",5,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"190","2013-12-07 18:00:00",18,739.2,765.8,37,"Wind blowing from the south",4,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"191","2013-12-08 06:00:00",9,740.6,768.1,66,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"192","2013-12-08 07:00:00",9,740.6,768.1,62,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"193","2013-12-08 08:00:00",9,741.4,768.9,62,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"194","2013-12-08 09:00:00",12,740.9,768.1,54,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"195","2013-12-08 10:00:00",16,741.3,768.1,42,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"196","2013-12-08 11:00:00",19,741.5,768.1,32,"Wind blowing from the east-southeast",2,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"197","2013-12-08 12:00:00",20,740.9,767.3,28,"Wind blowing from the south",3,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"198","2013-12-08 13:00:00",21,740.3,766.6,25,"Wind blowing from the south-southeast",6,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"199","2013-12-08 14:00:00",22,738.8,765,23,"Wind blowing from the south-southeast",2,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"200","2013-12-08 15:00:00",22,738.8,765,23,"Wind blowing from the south-southeast",2,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"201","2013-12-08 16:00:00",22,738.8,765,23,"Wind blowing from the south-west",2,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"202","2013-12-08 17:00:00",21,738.7,765,25,"Wind blowing from the west",2,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"203","2013-12-08 18:00:00",19,738.5,765,35,"Wind blowing from the north",3,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"204","2013-12-09 06:00:00",10,732.6,759.7,54,"Wind blowing from the east",4,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"205","2013-12-09 07:00:00",10,740.7,768.1,54,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"206","2013-12-09 08:00:00",10,740.7,768.1,50,"Wind blowing from the east",7,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"207","2013-12-09 09:00:00",14,741.9,768.9,39,"Wind blowing from the east",7,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"208","2013-12-09 10:00:00",18,742.2,768.9,26,"Wind blowing from the east",8,NA,"","","No Significant Clouds","10.0 and more",-2,"0","0","0","0",0,0
"209","2013-12-09 11:00:00",19,742.3,768.9,24,"Wind blowing from the east-southeast",7,NA,"","","No Significant Clouds","10.0 and more",-2,"0","0","0","0",0,0
"210","2013-12-09 12:00:00",19,741.5,768.1,22,"Wind blowing from the east-southeast",8,NA,"","","No Significant Clouds","10.0 and more",-3,"0","0","0","0",0,0
"211","2013-12-09 13:00:00",19,740.8,767.3,22,"Wind blowing from the east-southeast",6,NA,"","","No Significant Clouds","10.0 and more",-3,"0","0","0","0",0,0
"212","2013-12-09 14:00:00",20,739.4,765.8,21,"Wind blowing from the east-southeast",6,NA,"","","No Significant Clouds","10.0 and more",-3,"0","0","0","0",0,0
"213","2013-12-09 15:00:00",21,739.5,765.8,18,"Wind blowing from the south-east",6,NA,"","","No Significant Clouds","10.0 and more",-4,"0","0","0","0",0,0
"214","2013-12-09 16:00:00",21,739.5,765.8,18,"Wind blowing from the south-east",7,NA,"","","No Significant Clouds","10.0 and more",-4,"0","0","0","0",0,0
"215","2013-12-09 17:00:00",19,739.3,765.8,21,"Wind blowing from the south-east",7,NA,"","","No Significant Clouds","10.0 and more",-4,"0","0","0","0",0,0
"216","2013-12-09 18:00:00",18,739.2,765.8,24,"Wind blowing from the east-southeast",6,NA,"","","No Significant Clouds","10.0 and more",-3,"0","0","0","0",0,0
"217","2013-12-10 06:00:00",15,740.4,767.3,29,"Wind blowing from the east-southeast",9,NA,"","","No Significant Clouds","10.0 and more",-3,"0","0","0","0",0,0
"218","2013-12-10 07:00:00",15,740.4,767.3,29,"Wind blowing from the east-southeast",9,NA,"","","No Significant Clouds","10.0 and more",-3,"0","0","0","0",0,0
"219","2013-12-10 08:00:00",15,741.2,768.1,29,"Wind blowing from the east",10,16,"","","No Significant Clouds","10.0 and more",-3,"0","0","0","0",0,0
"220","2013-12-10 09:00:00",15,741.2,768.1,29,"Wind blowing from the east",10,15,"","","No Significant Clouds","10.0 and more",-3,"0","0","0","0",0,0
"221","2013-12-10 10:00:00",17,741.4,768.1,24,"Wind blowing from the east",10,15,"","","No Significant Clouds","10.0 and more",-4,"0","0","0","0",0,0
"222","2013-12-10 11:00:00",18,741.4,768.1,22,"Wind blowing from the east",11,16,"","","No Significant Clouds","6.0",-4,"0","0","0","0",0,0
"223","2013-12-10 12:00:00",19,740.8,767.3,22,"Wind blowing from the east-southeast",12,NA,"","","No Significant Clouds","6.0",-3,"0","0","0","0",0,0
"224","2013-12-10 13:00:00",19,740.1,766.6,21,"Wind blowing from the east-southeast",11,NA,"","","No Significant Clouds","6.0",-4,"0","0","0","0",0,0
"225","2013-12-10 14:00:00",20,739.4,765.8,18,"Wind blowing from the east-southeast",11,NA,"","","No Significant Clouds","8.0",-5,"0","0","0","0",0,0
"226","2013-12-10 15:00:00",20,739.4,765.8,17,"Wind blowing from the east-southeast",8,NA,"","","No Significant Clouds","8.0",-6,"0","0","0","0",0,0
"227","2013-12-10 16:00:00",20,739.4,765.8,17,"Wind blowing from the east-southeast",7,NA,"","","No Significant Clouds","10.0 and more",-6,"0","0","0","0",0,0
"228","2013-12-10 17:00:00",20,739.4,765.8,16,"Wind blowing from the east-southeast",7,NA,"","","No Significant Clouds","10.0 and more",-7,"0","0","0","0",0,0
"229","2013-12-10 18:00:00",18,740,766.6,18,"Wind blowing from the east-southeast",7,NA,"","","No Significant Clouds","10.0 and more",-7,"0","0","0","0",0,0
"230","2013-12-11 06:00:00",16,740.5,767.3,31,"Wind blowing from the east-southeast",11,NA,"","","No Significant Clouds","10.0 and more",-1,"0","0","0","0",0,0
"231","2013-12-11 07:00:00",16,740.5,767.3,31,"Wind blowing from the east-southeast",13,NA,"","","No Significant Clouds","10.0 and more",-1,"0","0","0","0",0,0
"232","2013-12-11 08:00:00",16,741.3,768.1,36,"Wind blowing from the east-southeast",11,17,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"233","2013-12-11 09:00:00",16,742,768.9,36,"Wind blowing from the east-southeast",10,16,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"234","2013-12-11 10:00:00",17,742.1,768.9,34,"Wind blowing from the east-southeast",11,11,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"235","2013-12-11 11:00:00",19,742.3,768.9,32,"Wind blowing from the east-southeast",11,16,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"236","2013-12-11 12:00:00",19,742.3,768.9,32,"Wind blowing from the east-southeast",11,16,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"237","2013-12-11 13:00:00",20,740.9,767.3,33,"Wind blowing from the east-southeast",11,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"238","2013-12-11 14:00:00",20,740.9,767.3,33,"Wind blowing from the south-east",11,16,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"239","2013-12-11 15:00:00",21,740.3,766.6,29,"Wind blowing from the east-southeast",8,16,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"240","2013-12-11 16:00:00",20,740.9,767.3,33,"Wind blowing from the south-east",9,14,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"241","2013-12-11 17:00:00",19,740.8,767.3,35,"Wind blowing from the east-southeast",10,15,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"242","2013-12-11 18:00:00",19,740.8,767.3,35,"Wind blowing from the east-southeast",9,15,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"243","2013-12-12 06:00:00",18,740.7,767.3,40,"Wind blowing from the east-southeast",11,16,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"244","2013-12-12 07:00:00",18,740.7,767.3,40,"Wind blowing from the east-southeast",11,16,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"245","2013-12-12 08:00:00",17,741.4,768.1,42,"Wind blowing from the east-southeast",9,15,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"246","2013-12-12 09:00:00",18,741.4,768.1,40,"Wind blowing from the east-southeast",10,17,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"247","2013-12-12 10:00:00",NA,NA,768.9,NA,"Wind blowing from the east-southeast",12,17,"","","No Significant Clouds","8.0",NA,"0","0","0","0",0,0
"248","2013-12-12 11:00:00",20,742.4,768.9,35,"Wind blowing from the east-southeast",9,20,"","","No Significant Clouds","6.0",4,"0","0","0","0",0,0
"249","2013-12-12 12:00:00",20,741.6,768.1,33,"Wind blowing from the east-southeast",13,NA,"","","No Significant Clouds","6.0",3,"0","0","0","0",0,0
"250","2013-12-12 13:00:00",21,740.9,767.3,31,"Wind blowing from the east-southeast",12,NA,"","","No Significant Clouds","6.0",3,"0","0","0","0",0,0
"251","2013-12-12 14:00:00",21,740.9,767.3,31,"Wind blowing from the east-southeast",11,16,"","","No Significant Clouds","6.0",3,"0","0","0","0",0,0
"252","2013-12-12 15:00:00",21,740.9,767.3,31,"Wind blowing from the east-southeast",9,NA,"","","No Significant Clouds","8.0",3,"0","0","0","0",0,0
"253","2013-12-12 16:00:00",20,740.9,767.3,30,"Wind blowing from the east-southeast",7,14,"","","No Significant Clouds","8.0",2,"0","0","0","0",0,0
"254","2013-12-12 17:00:00",20,740.9,767.3,30,"Wind blowing from the east",9,NA,"","","No Significant Clouds","8.0",2,"0","0","0","0",0,0
"255","2013-12-12 18:00:00",19,740.8,767.3,30,"Wind blowing from the east-southeast",7,NA,"","","No Significant Clouds","8.0",1,"0","0","0","0",0,0
"256","2013-12-13 06:00:00",15,741.2,768.1,42,"Wind blowing from the east",5,NA,"","","No Significant Clouds","8.0",2,"0","0","0","0",0,0
"257","2013-12-13 07:00:00",14,741.1,768.1,44,"Wind blowing from the east",6,NA,"","","No Significant Clouds","8.0",2,"0","0","0","0",0,0
"258","2013-12-13 08:00:00",15,741.2,768.1,42,"Wind blowing from the east-southeast",6,NA,"","","No Significant Clouds","8.0",2,"0","0","0","0",0,0
"259","2013-12-13 09:00:00",16,741.3,768.1,39,"Wind blowing from the east",6,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"260","2013-12-13 10:00:00",17,742.1,768.9,37,"Wind blowing from the east",6,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"261","2013-12-13 11:00:00",19,741.5,768.1,30,"Wind blowing from the east",7,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"262","2013-12-13 12:00:00",21,740.9,767.3,25,"Wind blowing from the east",8,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"263","2013-12-13 13:00:00",22,740.4,766.6,23,"Wind blowing from the east-southeast",7,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"264","2013-12-13 14:00:00",23,740.4,766.6,17,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",-3,"0","0","0","0",0,0
"265","2013-12-13 15:00:00",23,739.7,765.8,20,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",-1,"0","0","0","0",0,0
"266","2013-12-13 16:00:00",23,739.7,765.8,20,"Wind blowing from the east-southeast",4,NA,"","","No Significant Clouds","10.0 and more",-1,"0","0","0","0",0,0
"267","2013-12-13 17:00:00",22,739.6,765.8,25,"Wind blowing from the north-northeast",4,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"268","2013-12-13 18:00:00",19,740.1,766.6,35,"Wind blowing from the north-east",6,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"269","2013-12-14 06:00:00",12,740.1,767.3,51,"Wind blowing from the east",5,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"270","2013-12-14 07:00:00",13,740.2,767.3,47,"Wind blowing from the east",4,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"271","2013-12-14 08:00:00",12,740.9,768.1,51,"Wind blowing from the east",4,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"272","2013-12-14 09:00:00",17,741.4,768.1,39,"Wind blowing from the east",3,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"273","2013-12-14 10:00:00",18,742.2,768.9,40,"Wind blowing from the east-southeast",6,NA,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"274","2013-12-14 11:00:00",20,742.4,768.9,35,"Wind blowing from the east-southeast",7,NA,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"275","2013-12-14 12:00:00",20,741.6,768.1,35,"Wind blowing from the east-southeast",6,NA,"","","No Significant Clouds","10.0 and more",4,"0","0","0","0",0,0
"276","2013-12-14 13:00:00",21,740.3,766.6,31,"Wind blowing from the south-east",7,NA,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"277","2013-12-14 14:00:00",22,740.4,766.6,29,"Wind blowing from the east-southeast",5,10,"","","No Significant Clouds","10.0 and more",3,"0","0","0","0",0,0
"278","2013-12-14 16:00:00",22,739.6,765.8,25,"Wind blowing from the east-southeast",6,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"279","2013-12-14 17:00:00",21,739.5,765.8,29,"Wind blowing from the east-southeast",6,NA,"","","No Significant Clouds","10.0 and more",2,"0","0","0","0",0,0
"280","2013-12-14 18:00:00",20,740.2,766.6,28,"Wind blowing from the south-east",7,NA,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
"281","2013-12-15 06:00:00",17,742.1,768.9,32,"Wind blowing from the east",11,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"282","2013-12-15 07:00:00",16,742,768.9,34,"Wind blowing from the east-southeast",7,14,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"283","2013-12-15 08:00:00",15,742.6,769.6,36,"Wind blowing from the east",6,NA,"","","No Significant Clouds","10.0 and more",0,"0","0","0","0",0,0
"284","2013-12-15 09:00:00",18,742.9,769.6,32,"Wind blowing from the east",9,14,"","","No Significant Clouds","10.0 and more",1,"0","0","0","0",0,0
