Local time in Sidi Ifni,T,Po,P,Pa,U,DD,Ff,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
12/9/13 6:00,18.4,761.4,766.6,,38,Wind blowing from the south,3,20-30%, ,,,16,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,3.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",14,,
12/9/13 9:00,19.4,762,767.2,0.6,32,Wind blowing from the south-east,7,50%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,2.2,,,,,,
12/9/13 12:00,22.8,762.4,767.5,0.4,24,Wind blowing from the south-east,5,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,1.2,,,,,,
12/9/13 15:00,19.7,761.2,766.4,-1.2,68,Wind blowing from the north-northeast,5,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,13.7,,,,,,
12/9/13 18:00,18.4,761.4,766.6,0.2,61,Wind blowing from the north-east,3,50%, ,,,,23.5,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",12,10.6,,,,,,
12/10/13 6:00,18,761.3,766.5,,36,Wind blowing from the east,3,20-30%, ,,,17,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,2.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
12/10/13 9:00,18.3,762,767.2,0.7,38,Wind blowing from the south-southeast,5,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,3.8,,,,,,
12/10/13 12:00,21.7,761.8,766.9,-0.2,21,Wind blowing from the south-east,4,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,-1.5,,,,,,
12/10/13 15:00,19.5,761.1,766.3,-0.7,55,Wind blowing from the north-northeast,3,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,10.2,,,,,,
12/10/13 18:00,20.8,760.9,766,-0.2,32,Wind blowing from the south-east,4,60%, ,,,,23.5,Stratocumulus other than Stratocumulus cumulogenitus.,40%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,3.3,,,,,,
12/11/13 6:00,19,760.1,765.3,,24,Wind blowing from the east-southeast,15,no clouds, ,,,18.8,,,,,,,7,-2.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",12,,
12/11/13 9:00,19.4,760.8,766,0.7,32,Wind blowing from the south-east,11,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,2.2,,,,,,
12/11/13 12:00,21.2,761.5,766.6,0.7,37,Wind blowing from the east-southeast,10,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,5.8,,,,,,
12/11/13 15:00,22.8,760.5,765.6,-1,30,Wind blowing from the east-southeast,8,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,4.3,,,,,,
12/11/13 18:00,21.5,761.5,766.6,1,35,Wind blowing from the east-southeast,8,70 - 80%, ,,,,22.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",70 - 80%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,5.4,,,,,,
12/12/13 6:00,20.4,761.2,766.4,,41,Wind blowing from the east-southeast,8,60%, ,,,20.3,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",6,6.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",16,,
12/12/13 9:00,20.8,762.7,767.9,1.5,42,Wind blowing from the south-southeast,4,40%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,7.3,,,,,,
12/12/13 12:00,23.7,763.6,768.7,0.9,31,Wind blowing from the south-east,5,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,5.4,,,,,,
12/12/13 15:00,20.1,762.5,767.7,-1.1,59,Wind blowing from the north-northeast,2,60%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,11.8,,,,,,
12/12/13 18:00,19,762.6,767.8,0.1,69,Wind blowing from the north-east,3,50%, ,,,,24.6,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",10,13.1,,,,,,
12/13/13 6:00,19.9,762.8,768,,31,Wind blowing from the east-southeast,4,100%, ,,,16.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6,2,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",12,,
12/13/13 9:00,20.5,762.8,768,0,39,Wind blowing from the north-east,3,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",10,6.1,,,,,,
12/13/13 12:00,17.7,762.9,768.1,0.1,69,Wind blowing from the north-northeast,2,70 - 80%, ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,11.8,,,,,,
12/13/13 15:00,17.8,762.5,767.7,-0.4,76,Wind blowing from the north-west,1,70 - 80%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,13.5,,,,,,
12/13/13 18:00,18.3,762.7,767.9,0.2,68,Wind blowing from the north-east,2,60%, ,,,,18.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",40%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,12.3,,,,,,
12/14/13 6:00,16,762,767.2,,71,Wind blowing from the east-northeast,1,no clouds, ,,,15.8,,,,,,,7,10.7,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
12/14/13 9:00,17,763.1,768.3,1.1,71,Wind blowing from the south-southeast,1,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","90  or more, but not 100%","2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,7,11.6,,,,,,
12/14/13 12:00,19.8,762.9,768.1,-0.2,61,Wind blowing from the west,1,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",60%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,12,,,,,,
12/14/13 15:00,20.7,762.5,767.7,-0.4,60,Wind blowing from the north-east,3,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20-30%,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,12.5,,,,,,
12/14/13 18:00,18.4,762.4,767.6,-0.1,59,Wind blowing from the north-east,4,20-30%, ,,,,20.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",8,10.1,,,,,,
12/15/13 6:00,17.6,763.8,769,,45,Wind blowing from the east,2,no clouds, ,,,17,,,,,,,6,5.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",15,,
12/15/13 9:00,18.7,764.1,769.3,0.3,41,Wind blowing from the north-east,1,no clouds, ,,,,,,,,,,6,5,,,,,,
12/15/13 12:00,21.4,763.9,769.1,-0.2,34,Wind blowing from the north-northeast,2,no clouds, ,,,,,,,,,,7,4.9,,,,,,
12/15/13 15:00,19.9,762.9,768.1,-1,63,Wind blowing from the north-east,2,20-30%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,12.6,,,,,,
12/15/13 18:00,18,763.2,768.4,0.3,81,Wind blowing from the north-east,1,no clouds, ,,,,22.2,,,,,,5,14.7,,,,,,
12/16/13 6:00,19,763.5,768.7,,49,Wind blowing from the south-east,5,100%, ,,,16.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6,8.1,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
12/16/13 9:00,18.6,764.5,769.7,1,51,Wind blowing from the south-southwest,4,100%, ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,10,8.3,,,,,,
12/16/13 12:00,17,765.1,770.3,0.6,68,Wind blowing from the south-southeast,2,100%,"Rain, not freezing, continuous, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",100%,"2500 or more, or no clouds.","Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,8,11,0.1,6,,,,
12/16/13 15:00,15.4,764.5,769.8,-0.6,78,Wind blowing from the north-northeast,2,100%,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,,,,Stratocumulus other than Stratocumulus cumulogenitus.,50%,300-600,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,6,11.6,,,,,,
12/16/13 18:00,14.7,764.3,769.6,-0.2,81,Wind blowing from the east-northeast,3,100%,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,19.2,Stratocumulus other than Stratocumulus cumulogenitus.,50%,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.",,7,11.5,0.8,12,,,,
12/17/13 6:00,14.9,764.6,769.9,,69,Wind blowing from the east,1,50%, ,,,14,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",50%,"2500 or more, or no clouds.",Altocumulus castellanus or floccus.,"No Cirrus, Cirrocumulus or Cirrostratus.",7,9.2,0.8,24,Surface of ground moist.,11,,
12/17/13 9:00,15.5,766.4,771.7,1.8,71,Wind blowing from the south,1,60%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8,10.3,,,,,,
12/17/13 12:00,18.1,766.5,771.7,0.1,61,Wind blowing from the north-west,2,no clouds, ,,,,,,,,,,8,10.4,,,,,,
12/17/13 15:00,18.6,765.6,770.8,-0.9,60,Wind blowing from the north-northeast,3,no clouds, ,,,,,,,,,,8,10.6,,,,,,
12/17/13 18:00,16.9,765.6,770.8,0,70,Wind blowing from the north-northeast,3,no clouds, ,,,,18.8,,,,,,10,11.4,,,,,,
12/18/13 6:00,15.3,765.7,771,,84,Wind blowing from the east-southeast,2,no clouds, ,,,15,,,,,,,7,12.5,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",8,,
12/18/13 9:00,15.7,766.2,771.5,0.5,83,Wind blowing from the south-east,2,no clouds, ,,,,,,,,,,7,12.8,,,,,,
12/18/13 12:00,18.9,766.4,771.6,0.2,68,Wind blowing from the west,3,no clouds, ,,,,,,,,,,7,12.8,,,,,,
12/18/13 15:00,17.6,764.4,769.6,-2,80,Wind blowing from the north-west,2,40%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus spissatus, in patches or entangled sheaves, which usually do not increase and sometimes seem to be the remains of the upper part of a Cumulonimbus; or Cirrus castellanus or floccus.",7,14.1,,,,,,
12/18/13 18:00,17,765.3,770.5,0.9,82,Wind blowing from the north-northeast,3,20-30%, ,,,,19.6,Stratocumulus other than Stratocumulus cumulogenitus.,20-30%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8,13.8,,,,,,
12/19/13 6:00,16,764.5,769.8,,84,Wind blowing from the south-southwest,3,70 - 80%, ,,,14.8,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",6,13.3,,,"Dry (without cracks, no appreciable amount of dust or loose sand)",10,,
12/19/13 9:00,16.7,765.4,770.6,0.9,83,Wind blowing from the south-west,2,70 - 80%, ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,70 - 80%,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",7,13.8,,,,,,
